tb_score,pos_bow_txt,page_size_ratio,pages,meta_info_author,meta_info_creator,meta_info_producer,encrypted,orientation,title,author,filename,folder_name,folder_description,description,neg_bow_txt,resolution,pos_author,pos_creator,pos_producer,neg_author,neg_creator,neg_producer,class,document_id
6.0,0.0,800.888671875,6.0,1.0,1.0,1.0,0.0,0.0,0.738941762502,0.8,0.7725,0.759666666667,0.338945266724,0.30395741989,0.0,806.4,0.0322580645161,0.00180722891566,0.0103386809269,0.00133475707421,0.000182848784056,0.0010150812065,1.0,c03e30bb9a19d5a24fcd1cc88f245171
3.0,0.0,2713.17089844,3.0,0.0,1.0,1.0,0.0,1.0,0.928095238095,0.7,0.953452380952,0.659,0.321597592593,0.30395741989,0.0,515.76,nan,nan,nan,0.0,0.0,0.0,1.0,f1cace3f522a7d7072d46b443336b7f0
11.0,0.0,10058.9658203,11.0,0.0,1.0,1.0,0.0,1.0,0.745,0.1,0.7925,0.836666666667,0.338945266724,0.80284001243,0.0,590.0,nan,nan,0.0659536541889,0.0,0.0,0.0413283062645,1.0,3d705ef7bee2de856e545e352a5325ec
15790.0,1.68078406379824,1503.06152344,43.0,0.0,0.0,0.0,0.0,0.0,0.03,0.5,0.08,0.02,0.338945266724,0.30395741989,1.09689347760108,720.0,nan,0.066265060241,0.110873440285,0.0,0.173157798501,0.0595997679814,0.0,189d4bc5378e11884eddeecec9304588
82994.0,8.742420932301977,536.19140625,11.0,0.0,1.0,1.0,0.0,1.0,0.967740628166,0.2,1.0,0.848642857143,0.338945266724,0.30395741989,21.431522490337017,668.0,nan,nan,0.176470588235,0.0,0.0,0.0620649651972,1.0,b4825922d723e3e794ddd3036b635420
2692.0,0.18483094120078108,332.083007812,9.0,0.0,0.0,0.0,0.0,1.0,0.010637739838,0.8,0.0,0.00666666666667,0.321597592593,0.30395741989,0.08130190183308772,595.2,0.0,0.122289156627,0.110873440285,0.00213561131874,0.253245565917,0.0595997679814,0.0,170d3cbd8c0f867b342ac35b29d05ea0
3278.0,0.19835543641083392,17.7080078125,5.0,0.0,0.0,0.0,0.0,1.0,0.0111273359213,0.8,0.00708463949843,0.00666666666667,0.321597592593,0.30395741989,0.11089379329342691,595.2,0.0,0.122289156627,0.110873440285,0.00213561131874,0.253245565917,0.0595997679814,0.0,01628a243b61ec0f067b62a8f7ac2f00
695.0,0.07148497753744745,8.955078125,1.0,0.0,0.0,0.0,0.0,1.0,0.0172927105983,0.8,0.00708463949843,0.00666666666667,0.321597592593,0.30395741989,0.03959470709478938,595.2,0.0,0.122289156627,0.110873440285,0.00213561131874,0.253245565917,0.0595997679814,0.0,b93adf5f5c1bd31e26ca7306e8b91a3c
175744.0,23.624555323559083,6230.95703125,55.0,0.0,1.0,1.0,0.0,1.0,0.720683051128,0.8,0.518110713469,0.532619047619,0.338945266724,0.30395741989,92.84330689562182,595.0,nan,0.00481927710843,0.0367201426025,0.0,0.000182848784056,0.00261020881671,1.0,a719b36ae0cb229662c706f2482970da
17.0,0.0,6830.02929688,17.0,0.0,1.0,1.0,0.0,0.0,0.783193444947,0.4,0.744645848151,0.561454739705,0.300329868331,0.727848803849,0.0,841.8897399902344,nan,nan,nan,0.0,0.0,0.0,1.0,c3df215cf3f4553e55c0ba02623ab9b8
44825.0,5.787585030345468,1377.90527344,15.0,0.0,1.0,1.0,0.0,1.0,0.31376191689,0.4,0.749862275651,0.561454739705,0.300329868331,0.759956826206,23.138455472142798,595.0,nan,0.00301204819277,0.00570409982175,0.0,0.0,0.0,1.0,294a8bcdf25bc118eb0eab928c12e3e3
24206.0,2.9189361718411293,60.6025390625,7.0,1.0,0.0,0.0,0.0,1.0,0.904276148708,0.4,0.81790716456,0.561454739705,0.300329868331,0.778603356272,11.458396410858219,595.0,0.00322580645161,0.033734939759,0.0513368983957,0.0,0.0309014445054,0.0932424593968,1.0,eadf729092cb16cdae7b6ebc3f4ccf53
12.0,0.0,4656.87988281,12.0,0.0,1.0,1.0,0.0,0.0,0.72189124768,0.4,0.747376704668,0.561454739705,0.300329868331,0.804116722444,0.0,841.8897399902344,nan,nan,nan,0.0,0.0,0.0,1.0,7ba2141f2f1a4847a837f0062ceea223
67227.0,7.412173402417472,154.693359375,21.0,0.0,1.0,1.0,0.0,1.0,0.715506526542,0.8,0.907260577296,0.795833333333,0.338945266724,0.30395741989,26.343529952377843,595.0,nan,0.0192771084337,0.176470588235,0.0,0.0,0.0620649651972,1.0,5523dd9af6e1488fbad9e70b5c67f347
874.0,0.07183633541388222,89.8037109375,1.0,0.0,0.0,0.0,0.0,1.0,0.0372030651341,1,0.14275862069,0.21673015873,0.321597592593,0.30395741989,0.06629112685103589,595.22,0.0,0.122289156627,0.206773618538,0.00160170848905,0.253245565917,0.0913573085847,0.0,ca2038acb6ebd6c86da5898ccf13778f
1966.0,0.27617563997575956,325.260742188,1.0,0.0,0.0,0.0,0.0,1.0,0.22,1,0.23,0.684147907648,0.321597592593,0.30395741989,0.16252107155002513,595.2,0.0,0.0993975903614,0.0367201426025,0.000533902829685,0.368988846224,0.248549883991,0.0,90d628bdf63f2be8b8f77f9e239584d9
10.0,0.0,5078.96875,10.0,0.0,1.0,1.0,0.0,1.0,0.96,0.3,0.87,0.258260545693,0.252470787155,0.703322703085,0.0,591.12,nan,0.0186746987952,0.116934046346,0.0,0.0,0.0607598607889,1.0,5d6be3bb7bba44492be843522e809716
5850.0,0.6038885228427835,123.297851562,2.0,0.0,0.0,0.0,0.0,1.0,0.0159722061564,0.3,0.0,0.258260545693,0.252470787155,0.30395741989,0.4735354739468495,595.0,nan,0.0584337349398,0.183600713012,0.0,0.170963613092,0.287703016241,0.0,64831a89084fc89f1ce7614695057b66
110263.0,12.305241285454928,1936.59570312,14.0,1.0,1.0,0.0,0.0,1.0,0.9935,1,0.993942307692,1.0,0.321597592593,0.30395741989,32.62744204485763,595.276,0.0403225806452,0.125903614458,0.110873440285,0.0160170848905,0.00420552203328,0.0595997679814,1.0,47f0244bc812ef421f9ed8b9d93c852d
15473.0,1.960196718665314,231.130859375,2.0,0.0,1.0,0.0,0.0,1.0,0.946439772645,1,0.890796424411,1.0,0.321597592593,0.30395741989,5.3542694342769,595.0,nan,0.00602409638554,0.183600713012,0.0,0.0,0.287703016241,1.0,ebde783fb7dd6cf144e27f1a75338465
49663.0,5.690446753279262,325.221679688,9.0,0.0,1.0,0.0,0.0,1.0,0.808015776519,1,0.796502920809,1.0,0.321597592593,0.30395741989,18.044059803587963,585.0,nan,0.0192771084337,0.183600713012,0.0,0.0,0.287703016241,1.0,09f181f5a9b38de7ed5cdd9fc100eb46
33041.0,4.500299176013591,951.801757812,6.0,0.0,1.0,0.0,0.0,1.0,0.862326979955,1,0.895006678164,1.0,0.321597592593,0.30395741989,12.803565921803271,612.0,nan,nan,0.183600713012,0.0,0.0,0.287703016241,1.0,e4543443b9592684c95c04c728f66e1a
42434.0,4.964430059257705,1343.42382812,7.0,0.0,1.0,0.0,0.0,1.0,0.988636363636,1,1.0,1.0,0.321597592593,0.30395741989,13.21831085701322,594.0,nan,0.0078313253012,0.183600713012,0.0,0.0,0.287703016241,1.0,f7e70e7abe7c51bdb0cb6957b08fcb3b
