tb_score,pos_bow_txt,page_size_ratio,pages,meta_info_author,meta_info_creator,meta_info_producer,encrypted,orientation,title,author,filename,folder_name,folder_description,description,neg_bow_txt,resolution,class,document_id
0.0,0.0,800.888671875,6.0,0.0,0.0,0.0,0.0,0.0,0.272408164518,0.9,0.682305322129,0.872833333333,0.284236125449,0.249298444973,0.0,806.4,1.0,c03e30bb9a19d5a24fcd1cc88f245171
0.0,0.0,2713.17089844,3.0,1.0,1.0,1.0,0.0,1.0,0.99,0.8,0.935424603175,0.569486798735,0.250705537654,0.249298444973,0.0,515.76,1.0,f1cace3f522a7d7072d46b443336b7f0
0.0,0.0,10058.9658203,11.0,1.0,1.0,0.0,0.0,1.0,0.775357142857,0.1,0.737100840336,0.833333333333,0.284236125449,0.812361886154,0.0,590.0,1.0,3d705ef7bee2de856e545e352a5325ec
2.52525009097e-05,1.6807840637982363,1503.06152344,43.0,1.0,0.0,1.0,0.0,0.0,0.0665,0.5,0.018,0.0935667175961,0.284236125449,0.249298444973,1.0968934776010786,720.0,0.0,189d4bc5378e11884eddeecec9304588
4.8067914267e-06,8.742420932301979,536.19140625,11.0,1.0,1.0,1.0,0.0,1.0,0.97,0.2,0.969615079365,0.191047866321,0.284236125449,0.249298444973,21.431522490336604,668.0,1.0,b4825922d723e3e794ddd3036b635420
0.000145594253659,0.1848309412007812,332.083007812,9.0,0.0,0.0,1.0,0.0,1.0,0.00337883959044,0.8,0.01,0.00600105128984,0.250705537654,0.249298444973,0.08130190183308772,595.2,0.0,170d3cbd8c0f867b342ac35b29d05ea0
0.000120258084615,0.19835543641083403,17.7080078125,5.0,0.0,0.0,1.0,0.0,1.0,0.00337883959044,0.8,0.0,0.00600105128984,0.250705537654,0.249298444973,0.11089379329342691,595.2,0.0,01628a243b61ec0f067b62a8f7ac2f00
0.000440088395201,0.07148497753744745,8.955078125,1.0,0.0,0.0,1.0,0.0,1.0,0.00337883959044,0.8,0.0,0.00600105128984,0.250705537654,0.249298444973,0.03959470709478937,595.2,0.0,b93adf5f5c1bd31e26ca7306e8b91a3c
2.27000991661e-06,23.62455532355902,6230.95703125,55.0,1.0,1.0,1.0,0.0,1.0,0.743592309613,0.9,0.505264106759,0.415666666667,0.284236125449,0.249298444973,92.84330689562233,595.0,1.0,a719b36ae0cb229662c706f2482970da
3.30543909235e-195,0.0,6830.02929688,17.0,1.0,1.0,1.0,0.0,0.0,0.272408164518,0.4,0.299050615794,0.731773700913,0.448273710697,0.787334326131,0.0,841.8897399902344,1.0,c3df215cf3f4553e55c0ba02623ab9b8
8.89942667849e-06,5.787585030345474,1377.90527344,15.0,1.0,1.0,1.0,0.0,1.0,0.272408164518,0.4,0.957140759548,0.731773700913,0.448273710697,0.857312960871,23.138455472142883,595.0,1.0,294a8bcdf25bc118eb0eab928c12e3e3
1.64775226143e-05,2.9189361718411346,60.6025390625,7.0,1.0,1.0,0.0,0.0,1.0,0.272408164518,0.4,0.664791975814,0.731773700913,0.448273710697,0.760127757909,11.458396410858345,595.0,1.0,eadf729092cb16cdae7b6ebc3f4ccf53
0.0,0.0,4656.87988281,12.0,1.0,1.0,1.0,0.0,0.0,0.272408164518,0.4,0.299050615794,0.731773700913,0.448273710697,0.691528660643,0.0,841.8897399902344,1.0,7ba2141f2f1a4847a837f0062ceea223
5.93408827441e-06,7.412173402417475,154.693359375,21.0,1.0,1.0,1.0,0.0,1.0,0.853242519158,0.9,1.0,0.33869047619,0.284236125449,0.249298444973,26.3435299523778,595.0,1.0,5523dd9af6e1488fbad9e70b5c67f347
0.000385866007484,0.07183633541388217,89.8037109375,1.0,0.0,0.0,1.0,0.0,1.0,0.297416666667,1,0.294916666667,0.202408941076,0.250705537654,0.249298444973,0.06629112685103587,595.22,0.0,ca2038acb6ebd6c86da5898ccf13778f
0.000196293966856,0.27617563997575967,325.260742188,1.0,0.0,0.0,0.0,0.0,1.0,0.276,1,0.289,0.754049519783,0.250705537654,0.249298444973,0.16252107155002513,595.2,0.0,90d628bdf63f2be8b8f77f9e239584d9
0.0,0.0,5078.96875,10.0,1.0,0.0,1.0,0.0,1.0,0.98,0.3,0.77375,0.232165773687,0.230305049999,0.791666666667,0.0,591.12,1.0,5d6be3bb7bba44492be843522e809716
6.79400124115e-05,0.6038885228427836,123.297851562,2.0,1.0,0.0,0.0,0.0,1.0,0.00502758136503,0.3,0.0,0.232165773687,0.230305049999,0.249298444973,0.47353547394684925,595.0,0.0,64831a89084fc89f1ce7614695057b66
3.61805927113e-06,12.3052412854549,1936.59570312,14.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1.0,1.0,0.250705537654,0.249298444973,32.6274420448573,595.276,1.0,47f0244bc812ef421f9ed8b9d93c852d
2.5769307423e-05,1.9601967186653126,231.130859375,2.0,1.0,0.0,0.0,0.0,1.0,0.99,1,1.0,1.0,0.250705537654,0.249298444973,5.354269434276881,595.0,1.0,ebde783fb7dd6cf144e27f1a75338465
8.03256998569e-06,5.690446753279244,325.221679688,9.0,1.0,1.0,0.0,0.0,1.0,0.986157159834,1,0.95038037846,1.0,0.250705537654,0.249298444973,18.044059803587828,585.0,1.0,09f181f5a9b38de7ed5cdd9fc100eb46
1.20727395279e-05,4.500299176013584,951.801757812,6.0,1.0,1.0,0.0,0.0,1.0,0.963889290171,1,0.951113961453,1.0,0.250705537654,0.249298444973,12.80356592180322,612.0,1.0,e4543443b9592684c95c04c728f66e1a
9.40080710555e-06,4.964430059257707,1343.42382812,7.0,1.0,1.0,0.0,0.0,1.0,1.0,1,1.0,1.0,0.250705537654,0.249298444973,13.218310857013153,594.0,1.0,f7e70e7abe7c51bdb0cb6957b08fcb3b
6.01251923116e-06,10.06741757526884,459.181640625,10.0,1.0,1.0,0.0,0.0,1.0,0.99,1,1.0,1.0,0.250705537654,0.249298444973,26.207416728525054,584.957,1.0,377a105dd44c44dbc5d75c30509af9d1
1.66918863202e-05,3.9259744615005565,154.504882812,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1.0,1.0,0.250705537654,0.249298444973,10.687642381514685,612.0,1.0,1497f41d306047a67f84e1c4d767a614
1.69363047898e-05,3.5690292990723393,499.477539062,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1,0.9,1.0,0.250705537654,0.249298444973,8.336360292728461,612.0,1.0,f03887fe117453566d55680a53cb4555
1.30868496071e-05,2.7723844537011115,500.092773438,5.0,1.0,1.0,0.0,0.0,1.0,0.839,1,0.90560966811,1.0,0.250705537654,0.249298444973,7.4638596253865765,602.986,1.0,19f511c4d1699d76bc64de245decff90
5.64731559418e-06,8.465855319871292,1026.05761719,10.0,1.0,1.0,1.0,0.0,1.0,0.960121281496,1,0.947790740177,1.0,0.250705537654,0.249298444973,27.593989016587706,585.0,1.0,1c4987ea6a19d1840e55a5b6222d434c
6.89231165144e-06,9.117108971732007,833.66796875,8.0,0.0,1.0,0.0,0.0,1.0,0.99,1,1.0,1.0,0.250705537654,0.249298444973,16.658271718475305,594.0,1.0,07a135fa0d07c49e0e6cd47810003dbc
9.43548981785e-06,5.689114724260592,357.393554688,8.0,1.0,0.0,0.0,0.0,1.0,0.99,1,1.0,1.0,0.250705537654,0.249298444973,17.68636559489698,593.972,1.0,91c51fbaa9a56f82c546d3c21f5fb578
1.00943746695e-05,6.537050166251391,335.665039062,7.0,1.0,1.0,0.0,0.0,1.0,1.0,1,1.0,1.0,0.250705537654,0.249298444973,14.638249936922296,594.0,1.0,c0e00035dc603ec9ae8a90a2ac2283b2
1.25095471932e-05,3.3239846627068603,226.32421875,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1,1.0,1.0,0.250705537654,0.249298444973,9.450061188246352,612.0,1.0,704a10d5f79155bd314334189950e4f8
8.8306903957e-05,1.3484663054754065,10250.9023438,10.0,1.0,1.0,0.0,0.0,1.0,0.8,0.3,0.299050615794,0.232165773687,0.230305049999,0.249298444973,1.1451330052083122,590.4,1.0,ec1b4a4ee9f6359c6c2c003b796d191e
0.00016839019562,0.257877200074307,92.177734375,1.0,0.0,0.0,0.0,0.0,1.0,0.0727661652196,1,0.299050615794,0.232165773687,0.230305049999,0.249298444973,0.16786133061277225,595.0,0.0,dabac6f90165248f2e7968aab139bc5a
0.000144558162719,0.7482781724659265,3015.49707031,3.0,1.0,0.0,1.0,0.0,1.0,0.926839420978,0.2,0.930082523847,0.825833333333,0.284236125449,0.249298444973,0.6592719695667711,612.0,1.0,d52c3bf565927c825d3df28f02732d0f
5.91891834326e-05,0.7086902282852129,320.327148438,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.232165773687,0.230305049999,0.249298444973,0.4528958678431394,720.0,0.0,ccf6adb644db4659841674c3c44317e2
4.2026889868e-05,1.4089113402320077,256.567382812,4.0,1.0,0.0,0.0,0.0,1.0,0.94,0.2,0.912955589587,0.232165773687,0.230305049999,0.74,1.0419986616594699,595.0,1.0,800b804a4d5982f647d41dd35f34724e
9.193922111e-06,4.200147709459725,170.815429688,7.0,1.0,1.0,1.0,0.0,1.0,0.272408164518,0.3,0.299050615794,0.859380131307,0.284236125449,0.79,11.304802485071452,612.0,1.0,993070b24b93d19305abb85e07f4921c
0.0,0.0,2848.00878906,7.0,1.0,1.0,1.0,0.0,0.0,0.495848182731,1,0.510292110874,0.900021645022,0.284236125449,0.249298444973,0.0,841.68,1.0,ee80f0e0afa1b166d9237260f9add15b
6.46436409938e-06,9.75554049625645,284.42578125,17.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1.0,0.979892494272,0.250705537654,0.78930952381,9.927168617499026,481.89,1.0,5a6c450590a545ddc90de333ea4ad5f9
0.00043409373921,0.1512786991548625,11.103515625,1.0,0.0,0.0,0.0,0.0,0.0,0.205900793651,0.2,0.299050615794,0.232165773687,0.230305049999,0.249298444973,0.06421992908501634,720.0,0.0,6fd5b1d2b8346f32dbad9a7a9fc0190a
4.13740241556e-05,1.1894420784801292,9525.12109375,24.0,0.0,0.0,0.0,0.0,0.0,0.272388256581,0.3,0.299050615794,0.0,0.250705537654,0.249298444973,1.1046459187317708,842.0,0.0,c2af7f0ced809aab4d5000ac89b8409e
5.17229154158e-06,14.930813459580884,211.08984375,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1.0,0.979892494272,0.666509787137,0.9235,11.508583266598972,439.37,1.0,b7fd217a80003749fb99bc0aff70d1b1
0.000148033402605,0.7030545870988345,221.0078125,4.0,0.0,0.0,0.0,0.0,1.0,0.0025,0.9,0.240004689755,0.0,0.250705537654,0.249298444973,0.5078167375450837,595.0,0.0,533942671f0909ea7bf8cf406545f95a
7.11999093327e-06,7.648659517519529,2026.87890625,11.0,1.0,0.0,1.0,0.0,1.0,0.97,0.1,0.920527417027,0.82725,0.250705537654,0.249298444973,23.980141549622797,612.28302,1.0,a7f54c58f810e2ea9f95ec28aad08f8b
0.0,0.0,1347.41503906,10.0,1.0,1.0,1.0,0.0,0.0,0.98,1,0.99,0.890280619936,0.284236125449,0.249298444973,0.0,841.68,1.0,fae4d6ff89fa6aee876d05bbcc02e859
7.06983282931e-05,0.633960234637485,2570.43652344,32.0,0.0,0.0,1.0,0.0,0.0,0.272388256581,0.5,0.102394943078,0.0326282051282,0.284236125449,0.194833333333,0.3970882561227864,720.0,0.0,beb30cdc3060b9c99a838e8ab53ad4fa
0.000163082746502,0.3272634230884566,369.272460938,1.0,0.0,0.0,0.0,0.0,1.0,0.272408164518,0.6,0.299050615794,0.232165773687,0.230305049999,0.249298444973,0.25554488011613585,595.32,0.0,f7f838220c6419f5a93c204acdecb326
0.0,0.0,595.575195312,4.0,1.0,1.0,1.0,0.0,0.0,0.87,1,0.81,0.772075471698,0.284236125449,0.249298444973,0.0,839.52,1.0,92879867560fe876ae96ee114ed413a7
0.0,0.0,560.5625,5.0,1.0,1.0,1.0,0.0,1.0,0.91,1,0.92,0.952397058824,0.284236125449,0.249298444973,0.0,592.56,1.0,5830b4b4ad5bc60712a2c690aff8a930
0.0,0.0,1372.89355469,4.0,1.0,0.0,0.0,0.0,0.0,0.91,1,0.957619047619,0.952397058824,0.284236125449,0.249298444973,0.0,597.0,1.0,1ad1645a7df2aa44aaad65a8dc9af6cd
2.12373531348e-174,0.0,3804.53027344,18.0,1.0,1.0,0.0,0.0,1.0,1.0,0.2,1.0,0.724166666667,0.250705537654,0.249298444973,0.0,991.0,1.0,9061a068beb2f5ccee01559479d56b81
0.0,0.0,2670.73535156,6.0,1.0,1.0,1.0,0.0,1.0,0.91,1,0.92,0.624997652674,0.284236125449,0.249298444973,0.0,592.2,1.0,cb72170a28df55a7c468790aacef483f
0.0,0.0,7159.83007812,13.0,1.0,1.0,1.0,0.0,0.0,0.99,1,0.99,0.595647130647,0.284236125449,0.249298444973,0.0,839.88,1.0,7abd567addfa19b36c6366c64802f5a8
4.85097430972e-220,0.0,11883.0888672,16.0,1.0,1.0,0.0,0.0,1.0,0.7032,0.8,0.86,0.747517030553,0.284236125449,0.249298444973,0.0,595.0,1.0,a7d555bc3a91f1cec862e1d5da86664d
3.47202654942e-05,1.3826937808264328,772.544921875,31.0,0.0,0.0,0.0,0.0,1.0,0.210726190476,0.4,0.0809593739594,0.019041818102,0.284236125449,0.249298444973,0.9696935346451031,595.0,0.0,a251d39c3f59c9c69128a7903b02282c
