ratio_words_box,page_rot,folder_name,filename,creator,producer,pages,word_count,avg_text_size,ration_text_pages,ratio_image_pages,page_size_x,file_size,text,copyright_symbol,avg_image_size,page_size_y,ratio_text_image,class,document_id
35.874015748031496,False,0.5,0.5,1.0,0.0,5,8000.6,9397.198564415132,25.4,1.0,602.986,512.095,0.5,True,47775.34128316199,782.986,25.4,1.0,19f511c4d1699d76bc64de245decff90
58.31382978723404,False,0.5,0.5,1.0,1.0,10,8127.1,14616.711508351653,18.8,0.6,585.0,1050.683,1.0,True,56220.416,783.0,31.333333333333332,1.0,1c4987ea6a19d1840e55a5b6222d434c
15.194871794871794,False,0.5,0.5,1.0,0.0,8,23412.5,3375.0443046333585,73.125,2.625,594.0,853.676,1.0,True,4928.045835037154,783.0,27.857142857142858,1.0,07a135fa0d07c49e0e6cd47810003dbc
33.6243654822335,False,0.5,0.5,1.0,0.0,8,7135.875,8676.24354559259,24.625,2.0,593.972,365.971,1.0,True,32979.61429609174,782.986,12.3125,1.0,91c51fbaa9a56f82c546d3c21f5fb578
11.826568265682656,False,0.5,0.5,1.0,0.0,7,8323.142857142857,2586.5777564381165,77.42857142857143,1.0,594.0,343.721,0.5,True,15494.5,783.0,77.42857142857143,1.0,c0e00035dc603ec9ae8a90a2ac2283b2
47.166666666666664,False,0.5,0.5,0.5,0.0,4,10846.75,10376.573490377996,27.0,1.0,612.0,231.756,0.5,False,12899.947299769996,792.0,27.0,1.0,704a10d5f79155bd314334189950e4f8
5.3391812865497075,False,0.5,0.5,0.5,0.5,10,4056.1,4888.121223283626,17.1,1.0,590.4,10496.924,0.5,False,495369.2159999999,839.04,17.1,1.0,ec1b4a4ee9f6359c6c2c003b796d191e
10.846153846153847,False,0.5,0.5,0.5,0.0,1,3457.0,8760.050054734595,26.0,1.0,595.0,94.39,0.0,False,8047.785600000004,842.0,26.0,0.0,dabac6f90165248f2e7968aab139bc5a
7.3283582089552235,False,0.5,0.5,0.5,1.0,3,3734.3333333333335,10159.28281466418,22.333333333333332,1.0,612.0,3087.869,0.5,False,515108.16,841.68,22.333333333333332,1.0,d52c3bf565927c825d3df28f02732d0f
8.131313131313131,False,0.5,0.5,0.0,0.0,12,749.6666666666666,19414.5431145714,8.25,0.08333333333333333,720.0,328.015,0.0,False,161735.49699999997,540.0,99.0,0.0,ccf6adb644db4659841674c3c44317e2
11.303571428571429,False,0.5,0.5,0.5,0.0,4,2678.75,6725.209311864282,28.0,2.0,595.0,262.725,0.0,False,4748.954399999999,842.0,14.0,1.0,800b804a4d5982f647d41dd35f34724e
32.45026178010471,False,0.5,0.5,1.0,0.5,7,6955.285714285715,10741.850844382996,27.285714285714285,0.2857142857142857,612.0,174.915,0.5,True,145.5396840000002,792.0,95.5,1.0,993070b24b93d19305abb85e07f4921c
nan,False,0.5,0.5,0.5,1.0,7,0.0,nan,0.0,1.0,841.68,2916.361,0.5,False,496990.02283263253,591.12,0.0,1.0,ee80f0e0afa1b166d9237260f9add15b
17.060120240480963,False,1.0,0.5,0.5,0.5,17,4414.235294117647,5357.254910229241,29.352941176470587,0.17647058823529413,481.89,291.252,1.0,True,118604.7022536643,680.315,166.33333333333334,1.0,5a6c450590a545ddc90de333ea4ad5f9
1.3880597014925373,False,0.5,0.5,0.0,0.0,1,2083.0,617.7570528299515,67.0,0.0,720.0,11.37,0.0,False,nan,540.0,0,0.0,6fd5b1d2b8346f32dbad9a7a9fc0190a
7.555555555555555,False,0.0,0.5,0.0,0.0,24,566.3333333333334,23332.142718168292,7.5,2.8333333333333335,842.0,9753.724,0.0,False,49426.34216560441,595.0,2.6470588235294117,0.0,c2af7f0ced809aab4d5000ac89b8409e
7.9896408839779,False,1.0,0.5,0.5,0.5,25,3595.44,2221.789231981051,57.92,0.0,439.37,216.156,0.0,True,nan,666.142,0,1.0,b7fd217a80003749fb99bc0aff70d1b1
7.517241379310345,False,0.5,0.5,0.0,0.0,4,1247.75,4818.77728053648,14.5,0.75,595.0,226.312,0.0,False,97141.12333333334,842.0,19.333333333333332,0.0,533942671f0909ea7bf8cf406545f95a
21.06341463414634,False,0.5,0.5,1.0,0.5,11,6579.0,5064.890371145102,37.27272727272727,0.5454545454545454,612.283,2075.524,1.0,True,178518.47831200002,790.866,68.33333333333333,1.0,a7f54c58f810e2ea9f95ec28aad08f8b
nan,False,0.5,0.5,0.5,1.0,10,0.0,nan,0.0,1.0,841.68,1379.753,0.5,False,499797.6972349896,595.44,0.0,1.0,fae4d6ff89fa6aee876d05bbcc02e859
4.122580645161291,False,0.5,0.5,0.0,0.5,32,380.71875,10310.465082217115,4.84375,1.96875,720.0,2632.127,0.0,False,76003.24109738332,540.0,2.4603174603174605,0.0,beb30cdc3060b9c99a838e8ab53ad4fa
40.0,False,0.5,0.5,0.0,0.0,1,2624.0,26110.870954514266,7.0,0.0,595.32,378.135,0.0,False,nan,841.92,0,0.0,f7f838220c6419f5a93c204acdecb326
nan,False,0.5,0.5,0.5,1.0,4,0.0,nan,0.0,1.0,839.52,609.869,0.5,False,496448.93394749705,592.56,0.0,1.0,92879867560fe876ae96ee114ed413a7
nan,True,0.5,1.0,0.5,1.0,5,0.0,nan,0.0,1.0,592.56,574.016,0.5,False,497960.2410009048,840.24,0.0,1.0,5830b4b4ad5bc60712a2c690aff8a930
nan,False,0.5,0.5,0.5,0.0,4,0.0,nan,0.0,1.0,597.0,1405.843,0.5,False,289545.0,485.0,0.0,1.0,1ad1645a7df2aa44aaad65a8dc9af6cd
nan,False,0.5,0.5,1.0,0.5,18,0.0,nan,0.0,1.0,991.0,3895.839,0.5,False,1420826.0,1446.0,0.0,1.0,9061a068beb2f5ccee01559479d56b81
nan,True,0.5,1.0,0.5,1.0,6,0.0,nan,0.0,1.0,592.2,2734.833,0.5,False,497563.711865994,837.36,0.0,1.0,cb72170a28df55a7c468790aacef483f
nan,False,0.5,0.5,0.5,1.0,13,0.0,nan,0.0,1.0,839.88,7331.666,0.5,False,496293.5482607909,591.48,0.0,1.0,7abd567addfa19b36c6366c64802f5a8
nan,False,0.5,0.5,1.0,0.0,16,0.0,nan,0.0,1.0,429.69,12168.283,0.5,False,500394.00510035997,633.983,0.0,1.0,a7d555bc3a91f1cec862e1d5da86664d
5.184615384615385,True,0.5,0.5,0.0,0.0,31,875.3225806451613,8899.336187696461,8.387096774193548,1.1290322580645162,595.0,791.086,0.5,False,57763.81316571429,842.0,7.428571428571429,0.0,a251d39c3f59c9c69128a7903b02282c
25.647410358565736,False,0.5,0.5,0.0,0.5,30,3798.233333333333,14577.575903133416,16.733333333333334,0.03333333333333333,595.02,675.275,1.0,False,17447.0625,841.98,502.0,1.0,a51af7c9f45e2ff2033fa12d93f3ece5
7.0,False,0.0,0.5,0.0,0.0,12,604.1666666666666,22647.19718833786,4.916666666666667,6.416666666666667,720.0,3927.245,0.0,False,33795.38201174873,540.0,0.7662337662337663,0.0,b81fbf7b978379a61b32531f17f437e3
3.3426791277258565,False,0.0,0.0,0.0,0.0,21,672.1904761904761,3659.335964521338,15.285714285714286,0.47619047619047616,720.0,676.076,0.0,False,113322.23014379696,540.0,32.1,0.0,c60945acee635aab7006879855b39697
9.925925925925926,False,0.5,0.5,0.0,0.0,1,4153.0,10420.381219991945,27.0,0.0,594.96,143.948,0.5,True,nan,842.04,0,0.0,a26f66f3a1a510d57c61318c04854b06
18.13157894736842,False,0.5,0.5,0.0,0.0,4,1561.5,20179.64484573966,9.5,2.5,595.0,2447.08,0.0,False,13798.49409455375,842.0,3.8,0.0,dc3ad7a99c8ec2ec9596145597c291ba
24.666666666666668,False,1.0,0.5,1.0,1.0,18,2841.6111111111113,9021.225998478298,21.0,1.0,816.48,3647.794,1.0,True,534712.5546680056,649.2,21.0,1.0,02da28d6cbad796f59478c920c65132a
6.141891891891892,False,0.5,0.5,0.5,0.0,6,1335.3333333333333,7165.085568132144,24.666666666666668,0.0,595.0,46.161,0.5,False,nan,842.0,0,0.0,dc8a497f56deda2bf6e0b3610e8c6ed2
4.575757575757576,False,0.5,0.5,0.0,0.0,1,1538.0,5286.96218448485,33.0,0.0,595.32,145.207,0.5,False,nan,841.92,0,0.0,cf5cff19e4964e927f5c3c4b38d2799f
29.0,False,0.5,0.5,0.0,0.0,1,3132.0,11009.658306381496,14.0,0.0,595.276,97.012,0.5,False,nan,841.89,0,0.0,c78c0acd9ba70cb14c47cb7c430947d1
4.5,False,0.0,0.5,0.5,0.5,1,3287.0,13176.003202011814,22.0,0.0,595.22,38.316,0.0,False,nan,842.0,0,0.0,acffaa8c7536043660626e0a166cd81e
3.558139534883721,False,0.0,0.0,0.0,0.0,10,661.9,9850.009613574864,12.9,1.0,720.0,409.209,0.0,False,13752.585000000001,540.0,12.9,0.0,2dfbeee0d9936b16b2d5405a0a3bd445
10.213333333333333,False,0.5,0.0,0.0,0.0,22,713.9545454545455,28588.710681922832,6.818181818181818,1.0,720.0,553.245,0.0,False,12968.780454545451,540.0,6.818181818181818,0.0,462926e97f3d1b690a8a4c4c4d292faa
29.50314465408805,False,0.5,0.5,0.5,0.0,13,3092.076923076923,17062.811635947044,12.23076923076923,0.0,595.0,103.108,0.5,False,nan,842.0,0,1.0,86ee3459cab1d21e29d96a9760c2c439
4.844444444444444,False,0.0,0.0,0.0,0.0,1,2632.0,2371.4264227338913,45.0,0.0,595.276,72.294,0.0,False,nan,841.89,0,0.0,8547937096f8e8619534cb19bf11bcac
41.114285714285714,False,1.0,0.5,0.5,0.5,5,6493.0,14224.557698558092,14.0,0.0,576.0,79.257,0.5,True,nan,774.0,0,1.0,cdd01b412c527f68429d46951caa886f
7.384615384615385,False,0.5,0.5,0.0,0.0,2,2639.5,3066.673678021166,39.0,0.0,595.32,212.777,0.0,False,nan,841.92,0,0.0,b3284cd6ccb91ada94e2548f068f9d1a
18.61622807017544,False,1.0,0.5,1.0,1.0,19,3808.1052631578946,6119.280988333504,25.333333333333332,0.2222222222222222,521.575,256.873,1.0,True,6207.8660575,680.315,114.0,1.0,5caa1969d998530e9103e0fed58d0f89
10.555555555555555,False,0.0,0.5,0.5,0.5,1,3773.0,5870.944085338211,27.0,0.0,595.276,92.162,0.5,False,nan,841.89,0,0.0,23bf3c448554648a00cc6421340d9214
3.3121019108280256,False,0.5,0.5,0.0,0.5,23,776.4347826086956,5647.560450700175,13.652173913043478,2.1739130434782608,720.0,628.535,0.0,False,21501.03772330592,540.0,6.28,0.0,b442571b60c7f6bc450b621b3641cb27
3.0,False,0.5,0.5,0.0,0.0,1,10866.0,1577.341220571427,49.0,0.0,595.32,14.082,0.0,False,nan,841.92,0,0.0,8bec1ed36232a9b9b99ca2b508b47b35
33.34862385321101,False,1.0,0.5,0.5,0.5,29,3533.2413793103447,15141.275095977297,11.275862068965518,0.0,481.89,361.672,0.0,False,nan,680.315,0,1.0,e5b6d96688db590b7af736ec2a21d3a5
3.9775280898876404,True,0.0,0.0,0.5,0.0,15,408.93333333333334,10086.32764610298,5.933333333333334,1.1333333333333333,595.0,1102.644,0.5,False,80173.26974117645,842.0,5.235294117647059,0.0,4eaaacffb64cf47c5bc29670e496e936
3.2083333333333335,False,0.5,0.5,0.0,0.0,2,863.0,4425.412057142367,12.0,1.0,793.8,136.691,0.5,False,3024.0,595.2,12.0,0.0,c773e47a763dc67effebac036d744c08
nan,False,0.5,0.5,1.0,1.0,19,0.0,nan,0.0,1.0,424.0,2100.48,0.5,False,272393.05263157893,630.0,0.0,1.0,42787acb3d166879da108d9846596948
68.44776119402985,False,0.5,0.0,0.0,0.0,13,3599.3846153846152,60458.02420343185,5.153846153846154,0.0,595.0,395.983,0.0,False,nan,842.0,0,0.0,2b031cdcf6f6d05dd5a9cdabe7021f31
14.333333333333334,False,0.5,0.5,0.0,0.0,1,2348.0,10394.763836114213,15.0,0.0,595.0,24.848,0.0,False,nan,842.0,0,0.0,cba4116ce659a7ec02999768272f5a0d
nan,False,0.5,0.5,1.0,0.5,15,4007.0,nan,nan,nan,485.75,484.112,0.5,False,nan,841.7,0,1.0,c257a618e36a990c11ee5d0956fbedac
87.78873239436619,False,0.5,0.5,1.0,0.5,13,3255.3076923076924,30523.167217862974,5.461538461538462,0.0,383.0,114.714,1.0,True,nan,656.16,0,1.0,67e25b80ec8bbcb211ab6f33da487a0d
10.375,False,0.5,0.5,0.0,0.0,4,3349.25,5317.197656313045,36.0,0.25,595.0,130.307,0.5,False,6027.807500000005,842.0,144.0,0.0,0db714d98031383bbf0612601857e6cd
19.844875346260388,False,1.0,0.5,1.0,0.5,20,3065.9,6497.885525049993,18.05,0.2,442.205,358.017,1.0,True,41886.472837341025,663.307,90.25,1.0,be3ba0a1d05864d54ef44ea88633eb4e
11.75,False,0.5,0.5,0.0,0.0,1,480.0,20238.659110295994,4.0,0.0,612.0,44.499,0.0,False,nan,792.0,0,0.0,38d465d7501cadd3e55f55a1d4d61b7b
16.55776892430279,False,0.5,0.5,0.5,0.5,9,8300.555555555555,7238.398788591632,27.88888888888889,1.0,334.8,4562.855,0.5,False,327404.64,453.84,27.88888888888889,1.0,acb2c92bfed81307a7905e47640f3462
2.769230769230769,False,0.5,0.0,0.0,0.0,6,395.1666666666667,9183.956201239384,13.0,0.0,720.0,349.799,0.0,False,nan,540.0,0,0.0,d6cd3c08d9141c7d2ef4750b7dbe0c32
nan,True,0.5,0.5,1.0,1.0,6,0.0,nan,0.0,1.0,515.52,1736.025,0.5,False,375442.9056,728.28,0.0,1.0,245f39c1ba2a02ce6ed0003a6eda016c
10.107142857142858,False,0.5,0.5,1.0,0.0,2,2729.5,4209.670191439211,28.0,0.0,612.0,74.76,1.0,False,nan,792.0,0,0.0,e2997e186452caa16d7a1b4fb649f262
5.529365079365079,True,0.5,0.5,0.5,0.0,108,829.0370370370371,7108.823166407865,11.666666666666666,1.1018518518518519,595.0,11347.706,0.0,False,38927.57300168066,842.0,10.588235294117647,0.0,a3ee8904cde89795566c4bb38d626348
5.655680832610581,True,0.5,0.5,0.5,0.0,27,4661.740740740741,1689.471906128066,42.7037037037037,4.185185185185185,595.0,8028.797,0.0,False,9095.001027032326,842.0,10.20353982300885,0.0,bc1f629a073d4a59bd9fc5de8c3d3318
24.498850574712645,False,0.5,0.5,1.0,0.5,19,5326.8421052631575,10556.062363408872,22.894736842105264,0.10526315789473684,595.0,434.369,0.0,True,105661.05127566303,842.0,217.5,1.0,2ae9bf1b5b6304b304680539f0c2c479
nan,True,0.5,0.5,1.0,1.0,24,0.0,nan,0.0,1.0,841.68,14791.316,0.5,False,500967.936,595.2,0.0,1.0,b3cc1b81e5e993aab7f8cbefe3eb9b62
2.736842105263158,False,0.5,0.5,0.0,0.0,2,1165.0,2116.6758546775563,28.5,1.0,841.92,347.469,0.5,False,4317.897600000008,595.32,28.5,0.0,99ce57e268b6a1ae455cf8b151776bd1
14.083333333333334,False,0.5,0.5,0.5,0.5,1,2496.0,14001.944931995095,12.0,0.0,595.0,53.848,0.0,False,nan,842.0,0,0.0,c2c0e7dc265d23336445302de5b2c153
27.521472392638035,False,0.5,0.5,0.5,1.0,7,7270.285714285715,11056.866930569324,23.285714285714285,0.0,595.0,184.051,0.0,True,nan,842.0,0,1.0,dc2f70abe9a81abf7900062a6bbf2c73
25.55064935064935,False,0.5,0.5,1.0,0.5,36,4969.916666666667,9393.66590856145,21.38888888888889,0.4166666666666667,547.087,1793.723,1.0,True,66921.84587937122,737.008,51.333333333333336,1.0,5bf2501bc4de0bc29f53e31f255714f0
22.41160220994475,False,0.5,0.5,1.0,0.5,14,5286.0,8408.187613939455,25.857142857142858,0.0,547.087,784.492,0.0,False,nan,765.354,0,1.0,c3a8f9a3cad4fa8410df343093d0ccef
5.7368421052631575,False,0.5,0.0,0.0,0.0,2,1972.0,3102.6122126776268,28.5,3.0,595.0,192.976,0.0,False,11033.70239999999,842.0,9.5,0.0,5c3d6d8fbec6b61644f87989a00b68ed
18.37142857142857,False,0.5,0.5,0.0,0.0,2,2875.5,13055.552274971431,17.5,0.0,595.0,102.531,0.0,False,nan,842.0,0,0.0,df07b68cc98b4b0e84fb31769bdf6c77
5.936619718309859,False,0.0,0.5,0.0,0.0,16,721.875,13229.31693270423,8.875,0.375,720.0,513.751,0.0,False,74155.82496133335,540.0,23.666666666666668,0.0,ec19744b68ebb0bddac74de57d08b786
nan,False,0.5,0.5,1.0,1.0,12,0.0,nan,0.0,1.0,495.0,5553.685,0.5,False,341434.5,691.0,0.0,1.0,0d041d5ca5a3e0ef36c3d7e71e3b436a
7.926605504587156,False,0.0,0.5,0.0,0.0,23,698.3478260869565,3150.5034394074305,9.478260869565217,0.0,362.835,125.77,0.0,False,nan,272.126,0,0.0,11514bff6b28ab0b35a629ff3053107b
24.431438127090303,False,0.5,0.5,1.0,0.5,33,5152.787878787879,6906.840974121892,27.181818181818183,0.18181818181818182,544.252,544.692,1.0,True,68821.72504778903,742.677,149.5,1.0,d36ebc7546a7623c548b9e2f0220f9bf
42.5,False,0.5,0.5,1.0,0.5,12,5583.166666666667,13202.615835639184,15.833333333333334,0.3333333333333333,547.087,531.402,0.5,True,63607.534217898705,685.984,47.5,1.0,66b3190fcb1a408397f63bc2566552e8
8.178571428571429,False,0.5,0.5,0.0,0.0,1,3167.0,3616.6671102857076,28.0,0.0,595.32,73.195,0.5,False,nan,841.92,0,0.0,eda3c0a551fd02d1c48c6d049f430fb5
nan,False,0.5,0.5,1.0,0.0,5,0.0,nan,0.0,1.0,409.0,2436.769,0.5,False,236779.6,566.0,0.0,1.0,b56efd2298d55fb9ecf07ab0968dad70
5.266666666666667,False,0.5,0.5,0.0,0.0,1,2909.0,8380.205647189265,30.0,0.0,595.0,34.356,0.0,False,nan,842.0,0,0.0,221f4611780c0ae10771fd707c3f229e
37.29032258064516,False,0.5,0.5,1.0,1.0,26,4882.961538461538,15451.792291697457,1.1923076923076923,1.0,672.467,4433.218,1.0,True,391600.2137160007,580.56,1.1923076923076923,1.0,4c3d0f7994f9a9c9c02627cc0b3e62d1
4.900990099009901,False,0.0,0.0,0.0,0.0,8,756.125,13239.72551442725,12.625,2.25,842.0,393.394,0.0,False,12514.206993077394,595.0,5.611111111111111,0.0,1bca0ab66e2db73883fce287878054ed
19.988505747126435,False,0.5,0.5,0.5,0.5,11,3106.7272727272725,9774.349347965483,15.818181818181818,0.0,481.891,125.049,0.5,False,nan,680.312,0,1.0,a9e0db397b2e8b95931bffd8a56d5c18
13.875,False,0.0,0.5,0.5,0.0,1,2345.0,10371.18509884837,16.0,0.0,595.0,32.202,0.5,False,nan,842.0,0,0.0,57a9d0eaa67a6f190d8669693a5d5b39
20.78191489361702,False,0.5,0.5,1.0,0.5,7,8614.0,5190.128896076846,26.857142857142858,1.0,602.64,3572.142,0.0,False,489900.63908571436,846.96,26.857142857142858,1.0,f41d85f790ac6c88d3d66cd876ff0b85
25.956772334293948,False,0.5,0.5,1.0,0.5,15,6647.133333333333,5438.88836941465,23.133333333333333,1.0,519.6,480.421,0.5,False,344485.27104,668.88,23.133333333333333,1.0,78b0b31e3e1959e33bf85b5e93c205bf
nan,True,0.5,0.5,1.0,1.0,10,0.0,nan,0.0,1.0,694.8,9009.971,0.5,False,728872.9919999999,1049.04,0.0,1.0,817123089e24dc59400616e55b625f9c
nan,True,0.5,0.5,1.0,1.0,8,0.0,nan,0.0,1.0,694.8,6864.046,0.5,False,728872.992,1049.04,0.0,1.0,2343c78f51730edb9526bd8ec9feecab
14.118491921005386,False,1.0,0.5,1.0,1.0,14,3537.1428571428573,4686.113227162115,39.785714285714285,1.0,995.04,3768.073,1.0,True,717932.9393074285,714.24,39.785714285714285,1.0,c93c67dec6bbccb752a28bd67234c013
nan,False,0.5,0.5,0.0,0.5,18,0.0,nan,0.0,1.0,720.0,18649.244,0.5,False,388800.0,540.0,0.0,0.0,f4ae184b6e408f404f44043d270305be
nan,False,0.5,0.5,1.0,1.0,37,0.0,nan,0.0,1.0,612.0,3332.871,0.5,False,298220.1081081081,792.0,0.0,1.0,c09f5272a5977ecf1c08b2f96aa92769
nan,False,0.5,0.5,1.0,0.5,4,0.0,nan,0.0,1.25,595.22,224.39,0.5,False,203886.180864,842.0,0.0,1.0,d659934e59b496a11b7bffb22eabbba9
nan,False,0.5,1.0,1.0,1.0,10,1325.5,nan,0.0,1.0,776.88,1971.971,1.0,True,505811.606642404,646.32,0.0,1.0,586699b6e17bee4dfc3fae4fe8ca46de
16.330388692579504,False,1.0,0.5,1.0,0.5,11,7708.0,4200.39468834454,51.45454545454545,0.09090909090909091,595.206,250.741,0.5,True,128772.71565600003,782.408,566.0,1.0,7ebe36339e0bd9fb99d1001f8a2d48d7
nan,True,0.5,0.5,1.0,0.5,2,0.0,nan,0.0,1.0,606.0,339.401,0.5,False,506616.0,836.0,0.0,1.0,b1054f5600fafd3c40c69d06366a788a
3.762962962962963,False,0.5,0.5,0.0,0.5,27,352.6296296296296,10178.239368788325,5.0,2.7037037037037037,720.0,1006.111,0.0,False,45028.9374524892,540.0,1.8493150684931507,0.0,601a8ae9adbf06790b045fc2180403c8
6.168224299065421,False,0.0,0.5,0.0,0.0,12,537.0,12559.961380336452,8.916666666666666,1.8333333333333333,794.0,779.255,0.5,False,323846.94136363646,595.0,4.863636363636363,0.0,fdc2473acf68e5b14502356cbfd7e6e6
20.25,False,0.0,0.0,0.5,0.0,2,2642.5,11480.426106076136,10.0,0.0,595.0,46.855,0.0,False,nan,842.0,0,0.0,782dea5481ce5a618f9c2018a7f82291
12.375,False,0.0,0.5,0.0,0.0,2,1410.5,7610.484821817507,12.0,2.0,595.276,216.079,0.0,False,27794.106463116732,841.89,6.0,0.0,76ee11104f97d05592728a76819886af
24.06012325266797,False,0.5,0.5,0.5,0.5,431,3496.948955916473,9336.316518008738,15.436194895591647,0.01160092807424594,419.528,2506.385,0.5,True,93069.88344460905,595.276,1330.6,1.0,6487721de7c5bd3f50257e8931020606
