document_id,class,producer,creator,pages,file_size,page_rot,page_size_x,page_size_y,filename,folder_name,text,word_count,copyright_symbol,ratio_text_image,ration_text_pages,ratio_words_box,avg_text_size,ratio_image_pages,avg_image_size
a6bc4118f96e601e6a7aae370e3b4b08,0,0.0,0.0,11,731.086,0,595.32,841.92,0.0,0.0,0.0,2772.090909090909,0,29.53846153846154,34.90909090909091,5.166666666666667,2585.836212812691,1.1818181818181819,34176.82211538462
a6ebf73bc6783283a2fa83bfb5f1b95d,0,0.0,0.0,39,417.939,0,720.0,540.0,0.0,0.0,0.0,721.5641025641025,1,11.4,14.615384615384615,4.321052631578947,6520.100828000122,1.2820512820512822,6970.468757359998
a74e0fb273aeb1a8bd6abeb06f5c13b9,0,0.0,0.0,2,212.174,0,595.32,841.92,0.0,0.0,0.5,1629.5,0,0,21.0,6.571428571428571,3195.4639579428554,0.0,nan
a752bb87e24a00dbbe0b817ebf73ed23,1,0.5,1.0,20,836.873,0,595.276,841.89,0.0,0.0,0.5,4474.8,1,21.65,21.65,24.258660508083143,10248.674602316209,1.0,50883.190217068506
a786058a53e687933eae0db81694e5f9,0,0.0,0.0,2,81.923,0,595.32,841.92,0.0,0.0,0.5,2228.5,0,0,31.5,6.968253968253968,2884.4086436926978,0.0,nan
a79269d2e3f1e8eb22c311945918c34e,0,0.5,0.5,1,17.526,0,595.32,842.04,0.0,0.0,0.0,1451.0,0,0,9.0,12.11111111111111,24411.1992253024,0.0,nan
a7a819a6f7c08fa65fcca09b40755914,0,0.0,0.0,1,202.226,0,595.32,841.92,0.0,0.0,0.5,2480.0,0,0,26.0,6.846153846153846,2827.9804934252247,0.0,nan
a7acd6da79f834c9e6a6f24b8c18d549,0,0.0,0.0,2,467.292,0,595.32,841.92,0.0,0.0,0.5,3257.5,0,0,27.0,10.814814814814815,6841.502105927225,0.0,nan
a7b245269797f282f1a15e8133f52c3c,0,0.0,0.5,2,228.404,0,595.0,842.0,0.0,0.0,0.0,2816.0,0,4.0,4.0,1.0,966.5316244723592,1.0,15530.96159999999
a7beb818a36f3bd7e33bb0d4fd512e84,0,0.0,0.0,1,20.592,0,595.28,841.89,0.0,0.0,0.5,424.0,0,0,4.0,12.5,11330.219989764484,0.0,nan
a8344c374a1dc6bf3eb23757526ca5f4,0,0.0,0.0,6,365.729,0,595.32,841.92,0.0,0.0,0.5,2388.8333333333335,0,0,14.0,16.535714285714285,17713.984827066663,0.0,nan
a871b7bd2b66b6bdcfb307121551973d,0,0.0,0.0,15,626.892,0,1024.0,768.0,0.0,0.0,0.5,512.5333333333333,0,19.2,6.4,10.833333333333334,56589.88880103765,0.3333333333333333,277266.91069140204
a89a8c88830c839010fd8f4dc8555070,0,0.0,0.0,2,528.419,0,595.32,841.92,0.0,0.0,0.5,2791.0,0,24.0,12.0,20.5,20431.551280913063,0.5,71619.6096
a8c89340f76e1798d1bb9726d91b7cb8,0,0.0,0.0,7,310.548,0,595.276,841.89,0.0,0.0,0.5,3418.5714285714284,0,0,nan,nan,nan,nan,nan
a91bebe661b9bbe1e2bc861ca40882b1,0,0.0,0.0,1,278.505,0,595.32,841.92,0.0,0.0,0.5,52.0,0,0.16666666666666666,1.0,0.0,27.5452416000001,6.0,63879.25008615962
a95036fd2df19a811ed03f3d18bad473,1,1.0,1.0,100,27095.19,1,595.44,737.28,0.0,0.0,0.5,0.0,0,0.0,0.0,nan,nan,1.0,439006.00320000015
a99325625a3a3b7b1f197f1a70edf421,0,0.5,0.5,13,1485.709,0,841.92,595.32,0.0,0.0,0.5,195.3846153846154,0,0,nan,nan,nan,nan,nan
a9b0790eef10df92c803d08cb635446f,1,0.0,1.0,26,25501.427,0,595.0,842.0,0.0,0.0,0.5,0.0,0,0.0,0.0,nan,nan,1.0,391017.0405267691
a9b4a4917a9d52c7729ec545c18d7da2,1,0.0,0.5,20,349.503,0,595.0,842.0,0.0,0.0,0.5,3358.6,0,186.0,9.3,12.693548387096774,4280.074759643641,0.05,27576.000000000004
a9ca7350cdafb61c4a603d541254b2c0,1,1.0,1.0,9,736.893,0,780.0,600.0,0.0,0.0,0.5,0.0,0,0.0,0.0,nan,nan,1.0,464492.22222222225
a9e6d8813c4837d298c0d60984e79989,1,0.5,0.5,17,2434.836,0,388.0,582.0,0.0,0.0,0.5,0.0,0,0.0,0.0,nan,nan,1.0,239852.95068231528
aa1f74cf57576f6aa721c4f350b07669,1,0.0,0.5,8,8099.844,0,395.0,581.0,0.0,0.0,0.5,0.0,0,0.0,0.0,nan,nan,1.0,229271.125
aa4025eb1c186149683e267f78679a7b,1,0.5,0.5,2,380.295,0,595.275,841.889,0.0,0.0,0.5,0.0,0,0.0,0.0,nan,nan,1.0,501110.1888
