"document_id","user_id","value"
"a7f54c58f810e2ea9f95ec28aad08f8b","3103b2dab87b3aba47a5a9114ff8a4e3","1"
"fae4d6ff89fa6aee876d05bbcc02e859","4f5c51c5ffb15d6efbc6254ec7a3bc77","22"
"beb30cdc3060b9c99a838e8ab53ad4fa","ab451cde0dbee6fdef134ace67f36780","5"
"f7f838220c6419f5a93c204acdecb326","dfaeb6c4e69955f158a02e056579db2c","6"
"92879867560fe876ae96ee114ed413a7","4f5c51c5ffb15d6efbc6254ec7a3bc77","22"
"5830b4b4ad5bc60712a2c690aff8a930","4f5c51c5ffb15d6efbc6254ec7a3bc77","22"
"1ad1645a7df2aa44aaad65a8dc9af6cd","4f5c51c5ffb15d6efbc6254ec7a3bc77","22"
"9061a068beb2f5ccee01559479d56b81","03b28455131e6af7c32c327bb7dc6672","2"
"cb72170a28df55a7c468790aacef483f","4f5c51c5ffb15d6efbc6254ec7a3bc77","22"
"7abd567addfa19b36c6366c64802f5a8","4f5c51c5ffb15d6efbc6254ec7a3bc77","22"
"a7d555bc3a91f1cec862e1d5da86664d","a8784a3df447942aba30f827c8aac912","8"
"a251d39c3f59c9c69128a7903b02282c","2941e850bbca5d9fd6e329357270fa1d","4"
"a51af7c9f45e2ff2033fa12d93f3ece5","13384319343873b2d6e41b241bd1733e","1"
"b81fbf7b978379a61b32531f17f437e3","ff88d5939255e112308cfe94db5d66a0","2"
"c60945acee635aab7006879855b39697","b2e992e1025e0fb66ee9f93f51a5e3e3","15"
"5a8a0b22cd67c136b81d006f0ac194e9","40b878a7751124cc24a2b65f0e069f90","1"
"a26f66f3a1a510d57c61318c04854b06","09dd6553bb06fc9f6661c0a7aca416b4","9"
"dc3ad7a99c8ec2ec9596145597c291ba","4585aff8e97dc698b0d3b834d7300ab3","31"
"02da28d6cbad796f59478c920c65132a","fa632402d59fee10bbfb4325bb0d73d8","5"
"dc8a497f56deda2bf6e0b3610e8c6ed2","09ac882088147a439e13b8c8197b8cb4","8"
"cf5cff19e4964e927f5c3c4b38d2799f","7f46fe7c838d44d465530abe9d9de559","2"
"c78c0acd9ba70cb14c47cb7c430947d1","6df795a389b082d065182263de97bb78","3"
"acffaa8c7536043660626e0a166cd81e","02666a7c322adc8360d9d5ca59426b20","4"
"2dfbeee0d9936b16b2d5405a0a3bd445","43ab62056f1ec73d330aef8ae8b2205d","10"
"462926e97f3d1b690a8a4c4c4d292faa","43ab62056f1ec73d330aef8ae8b2205d","10"
"86ee3459cab1d21e29d96a9760c2c439","32c7ff7380339392c80e8172f1adaa17","2"
"5945f016eae7e4229d5fa6c8275f8533","09dd6553bb06fc9f6661c0a7aca416b4","9"
"8547937096f8e8619534cb19bf11bcac","a55b2e6a2e17ceb62ca313fefa07d05f","4"
"cdd01b412c527f68429d46951caa886f","0b4ff7a19e95b8453b5841192f9ed157","3"
"b3284cd6ccb91ada94e2548f068f9d1a","105c5683483a0d44df2f113557eee9ea","3"
"5caa1969d998530e9103e0fed58d0f89","0b4ff7a19e95b8453b5841192f9ed157","3"
"23bf3c448554648a00cc6421340d9214","da35212323330f8aad3ca7fd548ba7fc","2"
"b442571b60c7f6bc450b621b3641cb27","7d8973402a5e80424a10b2c631e11ada","1"
"8bec1ed36232a9b9b99ca2b508b47b35","d59e78cf8c0ba4b95d7db6cd27ec7e71","2"
"e5b6d96688db590b7af736ec2a21d3a5","45b224817e746b4324ff93422afd1b79","4"
"4eaaacffb64cf47c5bc29670e496e936","e18e0a9dd4d6bcdcd1575b1e52c256a6","3"
"c773e47a763dc67effebac036d744c08","93d4a59132c9c8aedde64ee56b1f995e","1"
"42787acb3d166879da108d9846596948","aaccb16e4dce9149e0c1c318881905a5","4"
"2b031cdcf6f6d05dd5a9cdabe7021f31","c6f53532c435565df07b58eaa51e1d3d","4"
"cba4116ce659a7ec02999768272f5a0d","dde2c6b451ce0cd718219552d27ad264","1"
"79de64664dc7a05079049b6f2ab47e41","bbdeb42d6c115745f180cd62b2452d44","3"
"c257a618e36a990c11ee5d0956fbedac","f6052ee27b4dca13ead3d726eb0d38b3","9"
"67e25b80ec8bbcb211ab6f33da487a0d","a0490f2fa173ca8cbf2d3100547e7b83","4"
"0db714d98031383bbf0612601857e6cd","4585aff8e97dc698b0d3b834d7300ab3","31"
"be3ba0a1d05864d54ef44ea88633eb4e","9cac2f86cad296b344b4ff8e34da70f9","5"
"38d465d7501cadd3e55f55a1d4d61b7b","428c31e91bdfe047e61fea1dd154d07b","1"
"acb2c92bfed81307a7905e47640f3462","9faf853d1c2c0e95f7f5a452e4520eae","23"
"d6cd3c08d9141c7d2ef4750b7dbe0c32","45babb2956b840effb817cd0ee692565","3"
"245f39c1ba2a02ce6ed0003a6eda016c","7c1602f0379e72fdcfc1008c88b5bf69","2"
"e2997e186452caa16d7a1b4fb649f262","ab563f219920b53d1dfc7b2aa0ca1342","6"
"a3ee8904cde89795566c4bb38d626348","ee832f2dd049915ba0df53fcd940e6ee","13"
"bc1f629a073d4a59bd9fc5de8c3d3318","ee832f2dd049915ba0df53fcd940e6ee","13"
"2ae9bf1b5b6304b304680539f0c2c479","f6052ee27b4dca13ead3d726eb0d38b3","9"
"b3cc1b81e5e993aab7f8cbefe3eb9b62","f6052ee27b4dca13ead3d726eb0d38b3","9"
"99ce57e268b6a1ae455cf8b151776bd1","ddec331d3721967f0442bc9494017a21","9"
"c2c0e7dc265d23336445302de5b2c153","bdd1c8884956240b9b022b3f336e1e3b","11"
"dc2f70abe9a81abf7900062a6bbf2c73","f6052ee27b4dca13ead3d726eb0d38b3","9"
"5bf2501bc4de0bc29f53e31f255714f0","f6052ee27b4dca13ead3d726eb0d38b3","9"
"c3a8f9a3cad4fa8410df343093d0ccef","f6052ee27b4dca13ead3d726eb0d38b3","9"
"5c3d6d8fbec6b61644f87989a00b68ed","2941e850bbca5d9fd6e329357270fa1d","4"
"df07b68cc98b4b0e84fb31769bdf6c77","4f5c51c5ffb15d6efbc6254ec7a3bc77","22"
"ec19744b68ebb0bddac74de57d08b786","b7d582cc2e8d4579b5eb84980ddb46a1","2"
"0d041d5ca5a3e0ef36c3d7e71e3b436a","a04920a3c18124a190b697957627d14c","3"
"11514bff6b28ab0b35a629ff3053107b","c29aa48a2ec50ca42919c4b17d241157","8"
"d36ebc7546a7623c548b9e2f0220f9bf","f6052ee27b4dca13ead3d726eb0d38b3","9"
"66b3190fcb1a408397f63bc2566552e8","f6052ee27b4dca13ead3d726eb0d38b3","9"
"eda3c0a551fd02d1c48c6d049f430fb5","801f1e40ea7916b41b656febf9ed8988","1"
"b56efd2298d55fb9ecf07ab0968dad70","f6052ee27b4dca13ead3d726eb0d38b3","9"
"221f4611780c0ae10771fd707c3f229e","9fcb04c58dcf59f9750052bbc62734ef","18"
"4c3d0f7994f9a9c9c02627cc0b3e62d1","fa632402d59fee10bbfb4325bb0d73d8","5"
"1bca0ab66e2db73883fce287878054ed","afceb06f64b3dff94bd31aa2d9f17f06","2"
"a9e0db397b2e8b95931bffd8a56d5c18","38233453d3e7e3f9a1d19163592c4c9e","4"
"57a9d0eaa67a6f190d8669693a5d5b39","c3435bbf396d669a43402e26fc4d382e","3"
"f41d85f790ac6c88d3d66cd876ff0b85","38233453d3e7e3f9a1d19163592c4c9e","4"
"78b0b31e3e1959e33bf85b5e93c205bf","38233453d3e7e3f9a1d19163592c4c9e","4"
"817123089e24dc59400616e55b625f9c","5b65bc742aec13e25efcc3f1fb8eacb1","4"
"2343c78f51730edb9526bd8ec9feecab","5b65bc742aec13e25efcc3f1fb8eacb1","4"
"c93c67dec6bbccb752a28bd67234c013","fa632402d59fee10bbfb4325bb0d73d8","5"
"f4ae184b6e408f404f44043d270305be","a1360709c4ee1d56e0156388beea321e","2"
"c09f5272a5977ecf1c08b2f96aa92769","eee14ffc04b17062d4bba192be886fe7","6"
"d659934e59b496a11b7bffb22eabbba9","eee14ffc04b17062d4bba192be886fe7","6"
"586699b6e17bee4dfc3fae4fe8ca46de","fa632402d59fee10bbfb4325bb0d73d8","5"
"7ebe36339e0bd9fb99d1001f8a2d48d7","88ca5ceaab2f73f024b2b883c3d5e76a","6"
"b1054f5600fafd3c40c69d06366a788a","4347b1efc5c12b0eb3e3dfd944f6489e","3"
"601a8ae9adbf06790b045fc2180403c8","ab451cde0dbee6fdef134ace67f36780","5"
"fdc2473acf68e5b14502356cbfd7e6e6","181e0ef11ff4bd4507f01f4a02e5d3c8","2"
"782dea5481ce5a618f9c2018a7f82291","ce9899f685e21ccb2d6f89f30132f979","5"
"76ee11104f97d05592728a76819886af","ce9899f685e21ccb2d6f89f30132f979","5"
"6487721de7c5bd3f50257e8931020606","38233453d3e7e3f9a1d19163592c4c9e","4"
"07bea47871ed05471345b43123c36787","88ca5ceaab2f73f024b2b883c3d5e76a","6"
"19eefc8dfc7b1a48c76204d49be225cd","1b7acdb65a5382b7c0d3803d03e18f01","4"
"9f5832a1a3eec3ef2266e523f85c4322","26505adac6fd7e758aa5dcb2a415b7a8","7"
"794facc66d27f24548ee2f549c940bb0","e61cadbfe36aeaf689dd81fb6cb9e1d7","4"
"181d7b216b708dcaa928d045db9ac533","eee14ffc04b17062d4bba192be886fe7","6"
"8d072fc27449b5637453d45a9d75e2b0","eee14ffc04b17062d4bba192be886fe7","6"
"0d388cd77c8adaa0dfda4c37fa560ea3","eee14ffc04b17062d4bba192be886fe7","6"
"b3bc5f90b2f95cfc7ae07a7993a8245d","736dda6a8a89a2ac8de4202412306727","3"
"1d37b3212c1b5310ba094ec3771e096f","736dda6a8a89a2ac8de4202412306727","3"
"915a0b199e72a0ed71a2c7c70c3864bd","736dda6a8a89a2ac8de4202412306727","3"
"6032b50d503896c3fd7d9cd31d2e0447","f3dead526d6ad39081a0a6de467f5ef3","8"
"f780b6fe9fc8663edb57fe35efb5d3cf","1d45c28a8890564c1026a6c80336362f","4"
"6cc774f865f81f5eac3aa7472c154863","cd7d236525fc33bed19b249bbf55868f","1"
"6c506f152cd07137efd288593cbffd20","aaccb16e4dce9149e0c1c318881905a5","4"
"ec6c670e5ef6bf7d7410c6d6a898783a","5ae4f02eb671f4d8268631970244d6ab","3"
"726e8038a92683b87da0d3be02bba6f8","990cea40f4621bf0a653abf6e6e9fe13","2"
"38f06ca16328a4bd7e612ffd1c4b7ee5","45b224817e746b4324ff93422afd1b79","4"
"b46cd5487e3ee924a16c450081385054","0da596654444f20b7a589493e251f117","9"
"10472a5cc8189b85f8e5cb4992eb5e27","4e04195b759165b478b73029e678087d","5"
"6a8a613fd603840464d86eb8ffe1832f","4bb9d6cc391969dcdf66b3a1933d16c5","1"
"a9befca62636a6ecd35e26ef34fe3d14","e5ef65f1da8eedcee9b16f1e8dbf3b23","9"
"0f74b2595619c8e58df07d7678d0bac7","ab563f219920b53d1dfc7b2aa0ca1342","6"
"f967231d72b895e69328aa496f0aabe5","1cbea83b2f89756b74567153295221ab","9"
"70d5e7dbec02855b5f1dc3b150561517","629b9a777fa94aecdfbe61ed82412422","8"
"96f465fd9057f87286768dab16e5a3a6","ab563f219920b53d1dfc7b2aa0ca1342","6"
"dfa3ca564d27c29d0162470c0387592c","b7989f10dc3bac8e7becfafaaeec0e47","4"
"0e680960dae616bf57206f7d248cb5d9","423fb64b16e1c979f876f129e7bca1b3","2"
"6f1628a48e22e133e1112133a372ab90","b5c415a4325527c03ad722621126404d","3"
"edb39ad8d177b907647e17c501a5d952","990cea40f4621bf0a653abf6e6e9fe13","2"
"f63723b6fd07eac46d00e4feeb1dfc11","ca39fd0bcaa1bfdb257497baeda1f61f","2"
"88fe193ecb82d3a5bf99ade6e3b6c181","63bcf61a5406bd1160e1cf5df9e4ae2e","1"
"0e460dae3d7ea24bb87a7b7c06b2597a","b641dfd245bc200d983ed5bb1e3c7647","2"
"a9fe171d4c75d82952c56baa9077660c","aeaa22f32954881ba74295cbc2a9b1e4","2"
"1ca4340045e79da46a780e87e550d54e","8e96fba52c58f4a9d84fb462ca77fec6","4"
"ded60315160a71353b337ac834d7e5ff","17e54ce2742249ac7eb755d55399aab7","4"
"8206deccaa88ae2939cdf656d9ba2c98","f52991f01aa265789eee5aa6e6fe01fa","3"
"7047dafc15678289679c8e1646521de5","f52991f01aa265789eee5aa6e6fe01fa","3"
"960a7a32fda61153cbb70fdeaeaceb52","a17f7058ecf1cc8944800d925a794409","5"
"97e03be97a6b560fd1e440eefd686047","09dd6553bb06fc9f6661c0a7aca416b4","9"
"059600524e5fa4fff9c72854ae7c70dc","8e96fba52c58f4a9d84fb462ca77fec6","4"
"d9eebb93c161bb0131245f80e8ccc0b3","dfaeb6c4e69955f158a02e056579db2c","6"
"97ae6e945b79648146316df26fd40b62","8e96fba52c58f4a9d84fb462ca77fec6","4"
"50112228648344fb4a2769230ce84478","8e96fba52c58f4a9d84fb462ca77fec6","4"
"cb38a3436fe1c0c9925444a27739735f","b4779f0e85a45a14384ccb0b65332fe8","14"
"b1a1e2d9f0ee0a03b4a9d1ae3b9a64f6","7060565131d6d951054a90dbb99dda73","6"
"fb6cefd957011786d282207c6b8b0a79","a3e11a36ea8d12be8652397848752813","17"
"005dfc1c17ead60647316996758657cb","bf1ff49fef0bb640b7238a73941fc3a1","1"
"8a577d56844f497755ebcb2f2310fe71","23f3196691f3ad7e9a4876e1e5a250f6","1"
"d2df582142ec6c641172eca265b828b1","7d785f82d168347b6b41803fb62c94f3","3"
"0cd8050510f0ac42d53abb7c32f46c28","9faf853d1c2c0e95f7f5a452e4520eae","23"
"4a0bc69b29cdc8a3cc5db9a5d6884d71","79c1091443a3ebb548bbbbb4fc307ed4","17"
"6b5cb26281ad95dd3b5e7af21685a70b","9faf853d1c2c0e95f7f5a452e4520eae","23"
"bc661c71e85079604e01510975cd7b16","4711c2125652822dc98f4e8e6fb2ac57","1"
"d1be25e9fe083d925b901322f58cce50","ddabab43c340a1485600c5ccfb12402f","2"
"a36b5399dfa040cb9b13dd14fb0641c6","891377d296de8ffa2fac841cbc7e25a8","12"
"de66b8f272fbfa2823bd6abf54407272","ecdd1de9245cd2cedfad1d5fff55878d","3"
"18111af931025656bdf4581bd27b268e","ecdd1de9245cd2cedfad1d5fff55878d","3"
"5f4468cfc915fca902e6b4677bc6db2a","3786da1ffe17b4d6e46672bce650ac71","2"
"56c7aa5427fa26527b5073f2aff932c6","191bdf9ddf4e164b202ae89cf0853418","2"
"bd613a7d5de70d2fe01ed9ef5bf29411","ce9a67c5fcf594954123c9a35dc82889","2"
"381cd79b28e4958ced79873d02100403","b2e992e1025e0fb66ee9f93f51a5e3e3","15"
"c6196408ba20920568cdf3d32db57979","5c93e9fe47f69caf3b28c7a08bced0c0","1"
"9da655887462ea26bf4551b145b9dde1","b4779f0e85a45a14384ccb0b65332fe8","14"
"87c2c623a9c84e643fb69e019f0431ba","b06c4d4030bd9a351ea3b753d323d05d","9"
"08074d87683b942209b1e2a3da2f6899","b4779f0e85a45a14384ccb0b65332fe8","14"
"2559d85fd6a601e50545602d0d923e8a","b4779f0e85a45a14384ccb0b65332fe8","14"
"1deb3bda4ba19718376515b4a994adfa","ae71c92d186d4a5e5c2fb022d68a5c55","4"
"2e3593a8849ce02a5431dee0dbf61ed9","c0366e5ac63eceda4618345b5d910c54","1"
"af34b841fea534b0eb921bb9c8091b0f","34b8711c75d6a0769a3a1c5c56a736de","3"
"26d3adda46b9c565d327d8d810e6151a","3b61a301ea13f1f3b42460795e153359","8"
"e33e7c75475d7073160d6058053f83e6","c29aa48a2ec50ca42919c4b17d241157","8"
"058bbdee48d5f0d506e10def942c2241","b06c4d4030bd9a351ea3b753d323d05d","9"
"2443068a0746c069c2c99ea768ec112a","53ebead4ce0005e359dc9435ac79c6be","2"
"9856c93809e66576dd2f16e7e5e371b8","b06c4d4030bd9a351ea3b753d323d05d","9"
"cc0d7f4f4db6e3a0b35e8c84cfb9281c","07da4b9ae87451904daa43721fa94bdc","22"
"3e1aa1373abe052d0ee7b5418081f308","07da4b9ae87451904daa43721fa94bdc","22"
"7b445d142b9adc510c0934ae3977d552","07da4b9ae87451904daa43721fa94bdc","22"
"df43d14760fa59f5a624fa11f962cd29","07da4b9ae87451904daa43721fa94bdc","22"
"fb534e3fd0fd99d03a3fe2f58c291fb7","07da4b9ae87451904daa43721fa94bdc","22"
"d521d4ef863badf1157d1b843081ba28","5a7c32e4e6c4b721f2dc2195a847e086","2"
"58342307da54552aa25da3c85ae57f0d","dfaeb6c4e69955f158a02e056579db2c","6"
"12f387d8adc39085f78cead3f9f7a5b1","79c1091443a3ebb548bbbbb4fc307ed4","17"
"aa2249e91428fd6804b4aef4281fa166","79c1091443a3ebb548bbbbb4fc307ed4","17"
"408b317a1dcdc9454cf1418803cd7773","79c1091443a3ebb548bbbbb4fc307ed4","17"
"9b7e84d42301ace14d037c368b9e7727","b0a15d9ea2caf08f4c04a1bd30d94051","3"
"1e55333f8d65f339beccb7a64c5be4ff","b0a15d9ea2caf08f4c04a1bd30d94051","3"
"e8c4b7252267ef85975d0e3b5e5e90bf","d48b79e0522ea19fd36d9810f9db5e8e","5"
"233f20412ac958e908a45ad68da8e2ec","596af83324e9c78b71f5f38219115d01","4"
"4406a3ed0d2ca68f5481de9f372034c1","ee34c731a51a60d4634d909601b97963","5"
"383a7dd01be3e9ff85e1bba760506bfa","17e54ce2742249ac7eb755d55399aab7","4"
"a75d7757a9c31c9dab10c2c8e4c34f89","a7dd2cdc15e605574ef0573b9922a3d1","11"
"eef84c83a4a5e834333c8e72c693401b","5fbbd98df416b41207bd4b17bd86c07a","17"
"34a38fbfbcf25b3ebfd8145dadd603cf","5fbbd98df416b41207bd4b17bd86c07a","17"
"6c06bccd991451dd11063519d9c8abca","3107820859915b2cd7e6a648ef432257","1"
"5ed0dff404c6a4b057196115d46315b1","79c1091443a3ebb548bbbbb4fc307ed4","17"
"cc17fb8eaf055e2c8224eaaf3c10145c","e07167d949317ecfc0443687c0fcdfe0","7"
"fd9159a1a0c120fb399a8e27dadeb64c","387cfde90a3358e757f8b90c49d4d889","3"
"96f4b9c4e32cde89b5ff978c9cb1fd0c","4844a79fc94df385d0d6bbb6cfcc4c4b","7"
"050b386918277dec5e01c6aaea426d6a","cd3744f8926e510adb6a3877fca9bfc8","10"
"c0c19a68d3e54e98dbbe839f1da12a48","3b7497e32c205085d890e99aac75bb73","6"
"b4610d02c99e9c27742441d36655f1ba","3b7497e32c205085d890e99aac75bb73","6"
"054aba77c65a18d02f8f8b04056137bd","33af4eea328bef89a801f5157c9f0297","2"
"ae62db8af608875a1b902729279f38cc","5bf1a8be3c5db6eebff2cf4b6f26d9d8","2"
"c56ff0bd60054c57022d9a8ca955c122","5bf1a8be3c5db6eebff2cf4b6f26d9d8","2"
"777d3d92cff85d885b2eb8dc8fa5426e","67fd5e1089059a5adb2a96282237f076","5"
"7e0d6b7f676f6c246ed4a09352f2ccfa","659dfaec0c97c65770488b0fd7a3ef7d","1"
"4d1edf0c45ad5fdaa6156fff97d16cec","7da600906185d83c2230800f38fb737e","1"
"85d443b3e77ca38866a8dc60e76b4a47","9ef21c4499d3131ee982d04229da6010","8"
"becc98113558ebb3a3ead205d449cfd8","d6aa632b857ef65825bf19c65245939c","6"
"5ea39e1ba08fb05acc9e15221fea2431","0c63110363b1524c4c7df80d2fb00b80","5"
"57cd9a11a2d25393ae663cc1aa7d9eb2","ea37bcb55fe140d8950d87abc8ae2bb6","3"
"eedec515b7c9ddbbe7d451c46e9f505c","0c63110363b1524c4c7df80d2fb00b80","5"
"6ab995fd382b7c50d407f43a7fc8064b","a3e11a36ea8d12be8652397848752813","17"
"9a2f76c8d5962e4d942bbad892dca88c","a8fdc1897ab87bd841df2a010db7ff61","6"
"e24f5f54964b20a5d867c3ab9effad4a","aa8cf37fb518b5522816c305cd8a1d24","1"
"394ce5b456e8ca906fecb98e894a0eb8","c2a220e7b36b81054a3101ef9c30b324","8"
"83cb99f8bf3ee0b776246d75d91ff2da","1b7acdb65a5382b7c0d3803d03e18f01","4"
"7b83c52e99f9eb16515a9c41443bca24","98f31d2d0d06298d6d0f9f068f5bf039","4"
"b619ac3fff32248a29e29e594b9bb18e","a55b2e6a2e17ceb62ca313fefa07d05f","4"
"4efc7946dbe89c720803b7382faddcdd","c2e39b9da8cafe09a0742b5c16645fa7","2"
"859b26336ff97611347347fef291d2ae","98cc69eda54bafb15c10d9afc33dbaa8","9"
"f6a5bba6720e467139a002c36066c0b3","89516690a90703c52b659729820c8e75","2"
"7e44161aadbbe6caff3c6247dc5e61e3","5943b4a198efd8fe979b2f2769572a0e","3"
"f1dfc962076e1f7f89cdaf8efb5cb314","26505adac6fd7e758aa5dcb2a415b7a8","7"
"57e90e865c8c10b187894eee817edf6c","5943b4a198efd8fe979b2f2769572a0e","3"
"a305e412376dce6f6ce26fec1e029606","dc14a8707b73c8459bb992509c11f6be","2"
"7f9cbee9bc90ec18910601af099951d1","5943b4a198efd8fe979b2f2769572a0e","3"
"ce16eb65711550baf51e2120165b63d1","e991f3fc97967304f43a338700d5d914","5"
"0f1f5847c3f7c63e2c2ea59566d93c69","4193edb8f35531e371d14e14a15172aa","1"
"118ecd24036c4d95f3ba60a75aef65a3","16a81d409a2d6384924a926c1e04ec7f","1"
"6819ec2f03cf32a1dd3fe3d535d341b9","09dd6553bb06fc9f6661c0a7aca416b4","9"
"6aed9f6b8ab92395cb2da745910a4570","566a8998ed3536dcc93bd215facfd4db","5"
"1b1f5898b9c7dcb161ec41d7296848a4","025fc845d5899319bcd4e3361e9f9cb7","2"
"e4d88dfd8eec00721155df7bd0cd7303","e0343f3368fc41891a940936c800dcd4","3"
"6e2ba569d196f3b7ae08c8830e8373bf","e0343f3368fc41891a940936c800dcd4","3"
"20b6e29cf118583550619bb9d571e9c7","09593e9a5c41302f8d30797d597d5eca","1"
"61fc910c82a7e0bdc7c3c30c5dd9d078","6268d9f205e6128e4a77bfb27a9140fb","4"
"4ef5abf1c71845ecb0878f9415b1efa7","18ec1b67a28df538460f35564bd62257","1"
"18d12e8635eb7db42c4692bd0bc44cf5","ff0b24e8f01a2b20153a2d59bb0aa064","2"
"60d3a2e6661528ed4f8350cf01f1f704","eb1464ab74de9934a79c30c5cc30aaee","1"
"63ded5148f4556314c5bf983fa212640","d993f42a91f78db036ad340b21960911","5"
"e261e706c24d81a9dfec8a15fcb4ec87","d993f42a91f78db036ad340b21960911","5"
"414c505037a054cab00a04a6afbc3580","2941e850bbca5d9fd6e329357270fa1d","4"
"914e340bc94992e56bd9d3a6976d8ed0","a563b9105654e8e29b5377ee9e64a738","6"
"ab221d6c45d2e5cd2f6f84fbb67983e0","64c3d929507b51721419db892ae2fe2b","5"
"5fc4ccd10eb5389009c03da6b4dd6631","f3dead526d6ad39081a0a6de467f5ef3","8"
"6519d463229cc567c62a9d4cadc946a7","f3dead526d6ad39081a0a6de467f5ef3","8"
"ee9c47f3f2ce12c3d3d9a1e2c6c5541a","f3dead526d6ad39081a0a6de467f5ef3","8"
"41e2993bb07345ea0c489766c154e02e","0f0cee9a82c3bb0f99a9095d37d6a138","3"
"efe95fb04937ce282415b3752296037f","f41726b9f1574858fdd1240b94807a05","4"
"f4a7169ba10d9873e153ab144f273cf6","e47e1b18a0ea14b3a80557cc77276cbe","3"
"e54925c4275b75ae62d3a267db95e181","daea74ddfefdaf484d6ee4064e22575b","2"
